user_id,timestamp,channel,campaign_id,impressions,clicks,conversions,cost,revenue,session_duration,bounce_rate
user_47219,2026-01-09 10:50:15.858432,Paid Search,Summer Promo,670,160,1,51.35,261.34,397,0.56
user_90879,2025-07-30 19:50:15.858437,Paid Search,Fall Cleanup,3104,486,22,411.19,1221.71,44,0.25
user_74644,2025-12-13 13:50:15.858442,Social Media,Summer Promo,295,467,33,177.36,1376.25,208,0.19
user_70279,2026-01-21 01:50:15.858446,Social Media,Summer Promo,1445,451,29,426.24,1405.87,474,0.77
user_63028,2025-05-29 03:50:15.858451,Social Media,Spring Fling,517,78,46,495.96,1064.71,432,0.73
user_10126,2025-04-24 17:50:15.858456,Organic Search,Spring Fling,1742,340,9,0.0,1905.81,117,0.47
user_62329,2025-10-08 02:50:15.858461,Social Media,Summer Promo,1465,422,0,73.38,1761.07,123,0.44
user_37632,2025-09-21 09:50:15.858467,Organic Search,Spring Fling,108,327,21,0.0,1915.26,424,0.7
user_75310,2025-10-23 22:50:15.858471,Referral,None,631,446,46,0.0,777.59,57,0.53
user_65176,2026-03-21 05:50:15.858476,Email,Fall Cleanup,4344,310,32,81.01,1755.57,104,0.42
user_96066,2026-01-04 09:50:15.858481,Referral,None,1652,36,24,0.0,1525.75,83,0.3
user_54327,2026-02-19 18:50:15.858485,Organic Search,None,1135,125,21,0.0,679.95,350,0.2
user_78904,2025-09-05 08:50:15.858490,Organic Search,Summer Promo,4671,427,15,0.0,213.19,588,0.58
user_13797,2025-04-17 18:50:15.858495,Email,Summer Promo,1717,151,29,46.44,1365.24,263,0.76
user_57882,2025-06-27 15:50:15.858500,Paid Search,None,3816,50,17,429.8,272.9,259,0.7
user_23718,2025-09-07 12:50:15.858504,Paid Search,None,1176,115,23,431.47,587.55,361,0.66
user_44560,2025-11-13 13:50:15.858509,Paid Search,Winter Sale,4401,83,4,212.34,1000.73,501,0.84
user_86589,2026-02-27 16:50:15.858514,Social Media,Winter Sale,4115,69,36,309.92,1359.77,346,0.42
user_32116,2026-03-15 21:50:15.858519,Paid Search,Fall Cleanup,3062,307,22,324.56,1852.46,130,0.21
user_46244,2026-03-28 15:50:15.858523,Social Media,None,4940,131,41,377.14,1186.48,277,0.18
user_11645,2026-03-20 18:50:15.858528,Social Media,Spring Fling,1012,444,26,265.14,1342.83,509,0.86
user_57523,2025-06-22 10:50:15.858533,Paid Search,Winter Sale,4249,212,11,260.06,620.03,250,0.57
user_29256,2026-01-03 05:50:15.858538,Paid Search,Summer Promo,4170,20,9,319.34,1374.59,368,0.75
user_63173,2025-09-29 01:50:15.858542,Email,None,3661,428,33,354.49,875.58,177,0.53
user_47430,2025-12-15 19:50:15.858547,Email,Spring Fling,443,156,32,179.88,1713.86,325,0.42
user_49282,2026-01-16 08:50:15.858552,Social Media,Spring Fling,1292,225,15,171.88,784.9,436,0.26
user_73374,2025-07-19 08:50:15.858557,Email,Spring Fling,2032,383,28,142.16,936.54,507,0.79
user_78244,2025-06-24 13:50:15.858562,Social Media,Summer Promo,802,330,17,278.93,865.18,53,0.15
user_21694,2025-09-10 21:50:15.858566,Organic Search,Winter Sale,1998,469,26,0.0,1622.25,215,0.82
user_66264,2025-11-03 05:50:15.858571,Social Media,Spring Fling,3693,454,6,274.75,1907.4,199,0.26
user_85060,2025-07-23 04:50:15.858576,Social Media,Winter Sale,298,312,35,208.93,654.55,573,0.11
user_67545,2026-03-01 22:50:15.858581,Email,Fall Cleanup,3332,23,26,420.0,950.06,467,0.18
user_49224,2026-03-29 02:50:15.858586,Organic Search,Summer Promo,2922,76,9,0.0,1411.85,330,0.81
user_23224,2025-05-07 17:50:15.858590,Referral,Winter Sale,4584,189,9,0.0,1790.76,393,0.16
user_50738,2025-05-05 04:50:15.858595,Referral,Winter Sale,573,374,10,0.0,987.4,206,0.38
user_35150,2025-10-03 23:50:15.858600,Referral,Spring Fling,4960,251,29,0.0,217.79,173,0.3
user_73731,2025-10-06 22:50:15.858604,Organic Search,Spring Fling,1754,169,2,0.0,737.34,552,0.13
user_59688,2025-04-05 13:50:15.858609,Paid Search,Summer Promo,691,473,28,402.06,1100.72,510,0.53
user_83509,2025-11-27 06:50:15.858613,Organic Search,Winter Sale,1948,495,13,0.0,835.05,521,0.9
user_18577,2026-02-22 10:50:15.858618,Email,None,3141,19,12,436.99,373.11,515,0.78
user_18070,2025-07-21 22:50:15.858623,Social Media,Spring Fling,267,133,18,449.21,73.98,514,0.24
user_18666,2025-08-06 09:50:15.858627,Social Media,Spring Fling,4479,282,24,328.8,1374.82,466,0.81
user_67761,2025-04-27 07:50:15.858632,Email,Fall Cleanup,3370,250,9,388.7,1985.47,224,0.46
user_46368,2026-01-28 09:50:15.858636,Email,Summer Promo,4107,433,14,310.34,1838.41,495,0.32
user_16783,2026-03-23 01:50:15.858641,Social Media,Winter Sale,4110,461,27,267.38,1366.54,105,0.61
user_51914,2026-03-08 08:50:15.858646,Paid Search,Winter Sale,3948,456,39,483.67,1683.06,189,0.27
user_80507,2025-11-02 16:50:15.858650,Paid Search,Winter Sale,2281,152,48,148.5,511.46,519,0.8
user_89026,2025-08-09 00:50:15.858655,Paid Search,Spring Fling,1754,362,37,85.53,1244.87,129,0.6
user_77526,2025-08-27 06:50:15.858659,Email,Summer Promo,4317,176,6,150.87,121.21,145,0.21
user_80835,2025-11-02 21:50:15.858664,Social Media,Winter Sale,932,66,13,311.17,1414.37,409,0.56
user_55765,2025-09-26 09:50:15.858669,Social Media,None,1121,147,29,100.74,1939.74,92,0.51
user_29956,2025-12-19 21:50:15.858673,Social Media,Fall Cleanup,2093,336,39,455.32,1721.59,161,0.48
user_97895,2025-10-25 16:50:15.858678,Organic Search,Fall Cleanup,3592,362,11,0.0,1068.88,277,0.39
user_56240,2025-04-06 01:50:15.858683,Organic Search,Winter Sale,994,26,27,0.0,1577.48,424,0.48
user_47148,2026-01-03 08:50:15.858687,Referral,Spring Fling,1615,341,49,0.0,1887.8,440,0.57
user_14757,2025-07-20 21:50:15.858692,Organic Search,Fall Cleanup,3770,282,13,0.0,432.04,457,0.69
user_29097,2025-04-15 04:50:15.858697,Paid Search,Fall Cleanup,388,376,0,39.02,1586.52,355,0.83
user_20395,2026-03-22 08:50:15.858702,Paid Search,Fall Cleanup,1176,385,3,136.31,539.69,575,0.14
user_26241,2025-08-01 15:50:15.858706,Paid Search,Fall Cleanup,1471,409,48,250.25,1753.89,404,0.56
user_37696,2025-06-22 13:50:15.858711,Paid Search,Winter Sale,1174,384,17,473.61,196.71,327,0.7
user_80480,2025-12-25 08:50:15.858715,Referral,Summer Promo,3059,343,35,0.0,356.44,308,0.19
user_56163,2025-08-20 00:50:15.858720,Paid Search,Summer Promo,139,12,31,323.47,1441.23,325,0.83
user_29816,2025-12-21 03:50:15.858725,Email,Spring Fling,4374,252,27,219.58,349.56,556,0.3
user_59840,2025-04-02 21:50:15.858729,Email,None,3722,117,27,32.93,316.11,144,0.77
user_62853,2026-02-03 23:50:15.858734,Email,Summer Promo,282,60,37,256.73,1110.93,522,0.63
user_34917,2026-01-18 03:50:15.858739,Organic Search,None,1859,379,31,0.0,1669.97,86,0.55
user_31566,2025-05-13 16:50:15.858744,Social Media,Summer Promo,1869,359,7,443.01,536.93,171,0.8
user_85452,2026-03-01 06:50:15.858749,Referral,Summer Promo,4900,183,24,0.0,1682.28,438,0.88
user_72823,2026-02-06 04:50:15.858753,Email,Spring Fling,596,125,46,195.54,1615.91,107,0.9
user_30806,2025-09-15 08:50:15.858758,Email,Fall Cleanup,696,192,19,323.71,1158.21,31,0.65
user_85520,2025-07-20 18:50:15.858762,Paid Search,Spring Fling,2608,370,32,64.89,1293.13,64,0.37
user_11759,2026-01-19 02:50:15.858767,Email,Summer Promo,3926,364,29,354.25,80.88,424,0.8
user_51949,2025-11-11 07:50:15.858772,Paid Search,Fall Cleanup,4669,163,36,413.14,734.27,247,0.62
user_12482,2025-07-15 18:50:15.858777,Paid Search,Fall Cleanup,784,256,15,412.66,526.79,96,0.36
user_34442,2025-10-02 18:50:15.858781,Social Media,Fall Cleanup,418,85,24,149.3,300.01,98,0.85
user_43719,2026-03-24 01:50:15.858786,Organic Search,None,3726,424,37,0.0,779.32,253,0.7
user_68066,2026-03-29 19:50:15.858791,Paid Search,Summer Promo,1535,253,41,265.48,709.81,390,0.46
user_12079,2025-05-02 05:50:15.858796,Paid Search,Winter Sale,2503,90,9,484.21,1457.78,487,0.46
user_12717,2025-06-14 14:50:15.858801,Social Media,Spring Fling,2764,238,4,461.06,1196.19,323,0.9
user_69676,2025-12-26 09:50:15.858805,Paid Search,None,4424,81,7,186.22,1826.2,355,0.4
user_37952,2025-12-23 10:50:15.858810,Referral,Spring Fling,828,412,32,0.0,290.82,232,0.18
user_96444,2026-03-24 16:50:15.858815,Organic Search,Winter Sale,1387,227,36,0.0,119.5,326,0.53
user_52460,2025-11-08 02:50:15.858820,Referral,Fall Cleanup,4101,461,0,0.0,1069.22,290,0.81
user_82847,2026-01-29 14:50:15.858825,Email,Winter Sale,660,408,30,416.84,2.05,547,0.57
user_99106,2025-08-20 04:50:15.858829,Organic Search,Spring Fling,1475,252,6,0.0,1575.44,161,0.73
user_28449,2025-07-17 04:50:15.858834,Email,Winter Sale,1565,376,46,178.21,1011.95,354,0.14
user_43536,2025-07-22 00:50:15.858839,Paid Search,Summer Promo,2606,323,22,107.42,976.13,97,0.64
user_74077,2025-09-08 03:50:15.858844,Social Media,Winter Sale,3986,87,23,258.47,724.99,155,0.16
user_48258,2025-05-02 01:50:15.858849,Referral,Summer Promo,124,167,13,0.0,749.95,422,0.55
user_58302,2025-12-08 08:50:15.858853,Email,Winter Sale,1254,57,22,268.75,862.27,431,0.5
user_38865,2025-04-14 03:50:15.858859,Paid Search,Summer Promo,4565,321,8,70.49,32.06,365,0.86
user_16645,2026-04-02 06:50:15.858864,Referral,Summer Promo,1559,307,7,0.0,167.09,58,0.21
user_48000,2025-04-15 20:50:15.858868,Referral,Winter Sale,4806,33,7,0.0,1010.1,74,0.11
user_36737,2025-07-25 13:50:15.858873,Email,None,1320,119,2,295.76,300.24,130,0.21
user_21485,2025-10-11 03:50:15.858878,Paid Search,Fall Cleanup,2256,61,31,292.68,1557.53,255,0.24
user_48565,2025-07-31 06:50:15.858884,Social Media,Fall Cleanup,3391,436,3,47.73,548.97,448,0.3
user_35522,2026-01-02 20:50:15.858889,Email,Fall Cleanup,819,299,48,379.31,195.8,291,0.75
user_75155,2025-06-12 14:50:15.858894,Referral,Summer Promo,1205,453,37,0.0,470.42,321,0.4
user_65168,2025-11-04 09:50:15.858899,Referral,Fall Cleanup,3869,476,1,0.0,714.2,241,0.77
user_62487,2026-02-03 04:50:15.858904,Organic Search,Summer Promo,2579,268,8,0.0,70.63,485,0.32
user_22342,2025-05-14 06:50:15.858909,Paid Search,None,2020,333,45,457.87,283.35,265,0.79
user_50806,2025-08-31 11:50:15.858919,Organic Search,Winter Sale,3179,148,0,0.0,647.69,563,0.11
user_58770,2026-02-12 13:50:15.858929,Social Media,Winter Sale,4831,406,48,340.42,620.96,98,0.85
user_88623,2025-08-13 14:50:15.858939,Email,Summer Promo,3269,315,10,363.49,1600.77,275,0.7
user_85629,2025-08-06 22:50:15.858945,Referral,Summer Promo,3272,347,28,0.0,1686.51,266,0.43
user_62603,2025-10-16 21:50:15.858950,Paid Search,None,3430,284,25,295.51,386.84,360,0.56
user_91974,2026-02-11 02:50:15.858956,Referral,Fall Cleanup,4551,53,26,0.0,247.88,392,0.85
user_36399,2025-12-25 14:50:15.858969,Organic Search,None,2158,426,37,0.0,1268.32,560,0.57
user_95382,2025-08-29 20:50:15.858978,Organic Search,Winter Sale,3421,431,28,0.0,1609.25,494,0.28
user_91244,2026-01-12 22:50:15.858988,Email,Winter Sale,1970,268,32,313.99,1927.45,258,0.56
user_86534,2026-03-07 09:50:15.858998,Paid Search,Fall Cleanup,3721,122,27,217.36,13.59,538,0.8
user_65106,2025-09-19 15:50:15.859012,Paid Search,Winter Sale,1245,236,30,315.36,827.36,411,0.89
user_40678,2025-04-25 19:50:15.859036,Email,Summer Promo,4091,74,18,206.91,1467.98,156,0.57
user_86218,2025-08-03 14:50:15.859048,Organic Search,Winter Sale,3473,172,47,0.0,1657.12,143,0.22
user_73230,2025-11-29 20:50:15.859057,Organic Search,Spring Fling,224,173,25,0.0,124.57,272,0.72
user_84055,2026-01-16 14:50:15.859067,Organic Search,Fall Cleanup,411,175,49,0.0,1361.23,174,0.9
user_66373,2025-05-26 09:50:15.859078,Referral,Fall Cleanup,874,48,28,0.0,577.88,582,0.48
user_41480,2025-04-17 01:50:15.859086,Social Media,Fall Cleanup,3020,162,10,333.58,149.19,468,0.41
user_95230,2025-09-28 14:50:15.859095,Organic Search,Spring Fling,1931,329,40,0.0,978.21,367,0.54
user_78836,2025-07-30 16:50:15.859105,Social Media,None,793,369,31,82.01,316.31,437,0.23
user_82258,2026-01-08 22:50:15.859113,Social Media,Summer Promo,1476,278,20,371.0,1474.02,197,0.88
user_49986,2025-11-02 21:50:15.859122,Paid Search,Fall Cleanup,1089,333,37,78.05,1482.52,196,0.77
user_34160,2025-10-19 16:50:15.859130,Email,Winter Sale,2946,335,33,421.04,1684.14,562,0.19
user_95595,2025-11-08 19:50:15.859139,Referral,Summer Promo,1852,84,39,0.0,755.14,194,0.86
user_89111,2026-02-25 00:50:15.859147,Social Media,Winter Sale,3059,266,21,469.7,26.62,291,0.85
user_74929,2026-02-16 19:50:15.859156,Referral,Summer Promo,2553,209,47,0.0,519.47,593,0.35
user_83506,2025-09-09 09:50:15.859165,Paid Search,Summer Promo,3143,447,26,46.69,935.62,290,0.6
user_44911,2025-04-11 17:50:15.859174,Organic Search,Winter Sale,1816,107,7,0.0,1388.02,204,0.19
user_97127,2025-05-29 18:50:15.859184,Social Media,Winter Sale,1726,113,39,304.57,764.08,125,0.17
user_41821,2025-04-03 01:50:15.859194,Email,Summer Promo,3188,381,45,263.97,1072.1,386,0.5
user_85039,2026-03-27 01:50:15.859204,Paid Search,Fall Cleanup,3431,402,30,92.6,1048.53,399,0.14
user_70535,2025-12-07 09:50:15.859215,Referral,Winter Sale,4128,173,0,0.0,329.96,581,0.8
user_94458,2026-02-28 11:50:15.859226,Organic Search,Spring Fling,989,122,38,0.0,1246.1,171,0.84
user_22175,2025-05-12 14:50:15.859236,Referral,Spring Fling,1478,112,33,0.0,878.5,196,0.15
user_64771,2025-07-11 03:50:15.859242,Email,Summer Promo,4684,499,46,438.13,1615.84,348,0.14
user_96925,2025-06-10 00:50:15.859250,Social Media,None,4375,46,23,405.47,1381.22,364,0.28
user_76358,2025-08-15 08:50:15.859260,Email,Summer Promo,1807,115,27,394.83,222.94,503,0.84
user_27327,2026-03-24 07:50:15.859270,Referral,Summer Promo,2464,196,49,0.0,977.52,174,0.72
user_57057,2025-11-25 18:50:15.859280,Referral,Fall Cleanup,331,373,3,0.0,1404.99,83,0.64
user_16150,2025-09-21 20:50:15.859289,Email,Fall Cleanup,1912,30,17,279.42,174.02,151,0.72
user_14425,2025-08-14 23:50:15.859299,Email,None,1712,157,28,497.27,1584.99,153,0.26
user_26032,2026-01-07 16:50:15.859309,Email,None,4526,495,22,177.73,444.01,196,0.31
user_12198,2026-02-13 04:50:15.859320,Organic Search,None,4756,138,36,0.0,1006.17,51,0.35
user_70500,2025-11-09 08:50:15.859329,Referral,None,3096,492,26,0.0,1881.12,305,0.58
user_63394,2026-02-03 17:50:15.859339,Paid Search,None,347,196,15,340.42,1142.67,437,0.59
user_30079,2025-06-11 07:50:15.859349,Organic Search,Summer Promo,4478,293,44,0.0,848.11,511,0.27
user_46220,2025-10-13 18:50:15.859359,Organic Search,Summer Promo,2179,208,26,0.0,13.59,328,0.45
user_51874,2025-06-01 12:50:15.859369,Organic Search,Spring Fling,3841,244,8,0.0,266.83,306,0.65
user_23859,2025-11-12 23:50:15.859380,Paid Search,Spring Fling,4725,449,4,336.87,1157.33,351,0.35
user_60460,2025-12-27 02:50:15.859387,Email,Winter Sale,4576,117,7,251.82,987.65,144,0.16
user_41419,2025-06-15 01:50:15.859398,Referral,Summer Promo,162,18,17,0.0,727.66,301,0.26
user_18705,2025-07-11 07:50:15.859413,Social Media,None,4323,458,34,409.97,1846.43,197,0.23
user_52880,2025-05-25 12:50:15.859423,Social Media,Winter Sale,1651,429,5,346.05,664.97,465,0.61
user_33236,2026-01-21 16:50:15.859428,Referral,Fall Cleanup,3105,235,42,0.0,1074.3,293,0.15
user_97955,2025-12-31 21:50:15.859433,Paid Search,Summer Promo,3422,427,22,428.26,1137.43,279,0.81
user_95514,2025-05-25 23:50:15.859439,Social Media,Spring Fling,394,218,45,451.29,1054.94,491,0.17
user_25358,2025-10-03 08:50:15.859444,Organic Search,Summer Promo,4374,254,25,0.0,955.17,468,0.58
user_86918,2025-12-03 16:50:15.859449,Social Media,Summer Promo,4424,297,38,94.89,674.13,371,0.84
user_24596,2026-03-15 22:50:15.859455,Referral,Summer Promo,982,75,23,0.0,1817.53,495,0.15
user_43572,2025-09-16 18:50:15.859460,Organic Search,Summer Promo,493,365,9,0.0,901.61,87,0.41
user_88757,2025-04-15 12:50:15.859465,Social Media,Fall Cleanup,2839,162,14,465.19,1056.9,34,0.36
user_11279,2025-08-09 10:50:15.859471,Referral,Spring Fling,3567,444,37,0.0,1312.96,294,0.38
user_73197,2025-06-30 10:50:15.859476,Paid Search,Summer Promo,4267,200,19,461.42,135.31,278,0.58
user_72516,2025-08-13 05:50:15.859481,Referral,Fall Cleanup,4513,227,28,0.0,1562.58,124,0.31
user_17083,2025-05-15 00:50:15.859492,Paid Search,Winter Sale,4070,438,5,389.62,1025.01,486,0.12
user_27771,2026-02-06 17:50:15.859501,Organic Search,Summer Promo,4790,163,47,0.0,1314.35,346,0.87
user_39975,2025-10-13 00:50:15.859510,Referral,Fall Cleanup,4574,286,8,0.0,1544.02,148,0.7
user_55648,2025-04-13 16:50:15.859519,Email,None,4331,91,49,121.5,1748.2,231,0.21
user_58285,2025-09-30 14:50:15.859528,Email,Winter Sale,2877,230,4,139.53,784.44,82,0.46
user_29063,2025-09-16 18:50:15.859538,Email,Spring Fling,3792,444,47,35.2,1622.86,346,0.15
user_77642,2026-01-06 04:50:15.859549,Email,Summer Promo,1501,289,38,470.83,517.67,273,0.12
user_96143,2025-05-01 11:50:15.859555,Email,Summer Promo,1005,120,18,233.45,1320.67,123,0.14
user_47599,2025-07-01 18:50:15.859560,Paid Search,Fall Cleanup,629,101,4,340.68,205.41,581,0.7
user_61920,2025-12-06 03:50:15.859565,Referral,Spring Fling,4718,21,19,0.0,40.06,309,0.46
user_38529,2026-02-19 17:50:15.859570,Organic Search,None,3821,148,10,0.0,191.53,121,0.78
user_45954,2025-05-08 20:50:15.859576,Email,Winter Sale,486,164,49,335.81,638.76,67,0.34
user_37856,2025-06-23 22:50:15.859581,Email,Spring Fling,2721,32,26,285.39,62.19,442,0.72
user_12573,2025-07-19 09:50:15.859585,Organic Search,Summer Promo,672,426,28,0.0,1260.98,272,0.16
user_88344,2026-03-14 20:50:15.859590,Organic Search,Fall Cleanup,743,473,6,0.0,633.09,393,0.61
user_45367,2025-05-13 06:50:15.859595,Email,None,4171,229,49,101.1,1472.75,93,0.39
user_70774,2025-07-31 06:50:15.859600,Paid Search,Fall Cleanup,1392,357,2,63.74,91.83,230,0.32
user_33752,2026-01-12 06:50:15.859605,Organic Search,Winter Sale,3695,246,4,0.0,433.4,336,0.75
user_65029,2026-02-26 05:50:15.859610,Referral,Spring Fling,4742,262,12,0.0,816.01,204,0.14
user_27685,2025-09-18 01:50:15.859615,Referral,Fall Cleanup,2585,431,15,0.0,765.3,577,0.86
user_61693,2025-09-18 13:50:15.859620,Paid Search,Fall Cleanup,654,192,11,311.67,262.0,128,0.73
user_65961,2025-06-22 04:50:15.859625,Social Media,Summer Promo,2258,207,38,479.44,1988.27,255,0.38
user_86908,2025-09-18 18:50:15.859630,Paid Search,Fall Cleanup,3493,179,26,172.09,568.88,578,0.89
user_84532,2025-11-01 23:50:15.859635,Email,None,2674,132,44,382.83,1442.06,302,0.26
user_91994,2025-05-12 19:50:15.859639,Social Media,Spring Fling,2324,422,32,270.37,440.05,215,0.42
user_66133,2026-02-04 18:50:15.859645,Email,Winter Sale,3709,43,14,117.84,1755.7,481,0.81
user_71268,2025-07-08 19:50:15.859650,Referral,Fall Cleanup,4819,390,20,0.0,775.52,590,0.9
user_48243,2026-03-16 13:50:15.859655,Organic Search,None,2088,322,43,0.0,1801.8,534,0.29
user_67384,2025-09-12 10:50:15.859659,Email,Winter Sale,1043,12,16,70.91,683.67,123,0.69
user_41653,2025-06-27 20:50:15.859664,Referral,None,4668,15,36,0.0,17.29,336,0.34
user_36657,2025-11-24 22:50:15.859669,Paid Search,Fall Cleanup,1093,313,48,35.29,1034.04,546,0.71
user_49952,2025-06-19 04:50:15.859674,Email,Fall Cleanup,3559,111,14,167.4,1049.58,203,0.2
user_32180,2025-07-05 13:50:15.859679,Referral,Spring Fling,1221,201,19,0.0,239.67,102,0.37
user_88411,2025-09-27 10:50:15.859684,Organic Search,Summer Promo,3546,385,18,0.0,469.93,174,0.16
user_11622,2025-08-31 18:50:15.859689,Email,None,4365,22,0,367.86,1566.99,85,0.49
user_58756,2025-04-03 01:50:15.859693,Referral,Summer Promo,155,45,3,0.0,73.51,273,0.66
user_50809,2025-11-06 12:50:15.859698,Email,Summer Promo,1856,472,2,455.52,979.05,233,0.4
user_26725,2025-09-01 20:50:15.859704,Organic Search,Winter Sale,757,79,7,0.0,1060.82,45,0.59
user_71396,2025-12-15 12:50:15.859708,Email,Winter Sale,359,298,40,379.45,1377.42,155,0.56
user_61226,2026-03-23 22:50:15.859714,Email,None,4836,114,43,242.26,74.91,495,0.34
user_91182,2025-05-23 06:50:15.859718,Referral,Summer Promo,2709,213,4,0.0,1171.29,457,0.49
user_92565,2025-04-25 19:50:15.859723,Social Media,Spring Fling,4009,322,8,400.74,6.2,380,0.16
user_39402,2026-03-06 19:50:15.859728,Email,Summer Promo,503,64,0,451.72,530.36,584,0.47
user_14263,2025-10-17 20:50:15.859733,Social Media,Winter Sale,894,116,42,114.98,999.37,108,0.47
user_56828,2026-01-11 01:50:15.859738,Paid Search,Summer Promo,1661,150,29,337.39,1822.56,530,0.12
user_57924,2026-01-20 15:50:15.859743,Email,Fall Cleanup,1283,234,6,371.85,253.18,408,0.51
user_84182,2025-07-23 11:50:15.859748,Social Media,Fall Cleanup,2741,316,21,373.78,338.58,293,0.69
user_69052,2025-05-11 09:50:15.859753,Paid Search,Spring Fling,2764,357,19,256.96,1338.5,334,0.46
user_21664,2026-02-24 04:50:15.859758,Referral,None,4909,318,28,0.0,749.72,517,0.62
user_45737,2025-09-13 23:50:15.859763,Email,Summer Promo,3707,45,26,138.1,1246.84,154,0.53
user_99563,2025-09-14 18:50:15.859767,Referral,Fall Cleanup,2057,142,24,0.0,1994.91,110,0.73
user_39373,2026-02-26 19:50:15.859773,Paid Search,None,2193,384,45,427.5,1973.74,204,0.51
user_46397,2025-08-26 09:50:15.859777,Referral,Fall Cleanup,1852,34,34,0.0,707.43,154,0.37
user_96145,2025-10-17 17:50:15.859782,Referral,None,3662,346,26,0.0,1007.85,377,0.76
user_48709,2025-09-11 11:50:15.859787,Organic Search,None,1794,46,10,0.0,1809.38,396,0.15
user_71120,2025-08-10 23:50:15.859792,Paid Search,Fall Cleanup,955,28,16,99.4,184.34,564,0.33
user_29250,2025-11-03 14:50:15.859797,Referral,Winter Sale,1395,44,30,0.0,904.61,444,0.57
user_31172,2025-06-02 17:50:15.859802,Social Media,None,4855,372,17,115.43,755.15,281,0.78
user_21555,2025-10-18 14:50:15.859807,Paid Search,Summer Promo,3721,427,18,431.56,589.77,598,0.16
user_97410,2026-01-24 22:50:15.859812,Organic Search,Fall Cleanup,4306,319,49,0.0,1988.41,263,0.18
user_88617,2026-01-05 12:50:15.859817,Email,Winter Sale,1138,439,37,183.23,1467.1,387,0.33
user_63276,2025-11-19 01:50:15.859822,Referral,Fall Cleanup,4696,15,28,0.0,777.49,355,0.38
user_67492,2025-12-18 08:50:15.859826,Social Media,Spring Fling,4613,476,14,100.34,1658.04,94,0.77
user_63002,2025-12-15 19:50:15.859831,Organic Search,Summer Promo,4470,394,6,0.0,979.33,322,0.87
user_99599,2025-06-09 07:50:15.859836,Paid Search,Spring Fling,3547,208,36,194.78,1745.65,353,0.11
user_82355,2025-04-08 19:50:15.859841,Referral,None,3532,43,36,0.0,532.76,360,0.11
user_34762,2026-01-18 22:50:15.859845,Organic Search,None,3848,65,6,0.0,447.2,558,0.79
user_21046,2025-12-15 20:50:15.859850,Organic Search,Spring Fling,2341,265,21,0.0,494.57,164,0.21
user_38769,2025-09-19 06:50:15.859855,Social Media,Spring Fling,3630,220,11,147.17,1076.96,448,0.37
user_63302,2025-05-20 04:50:15.859861,Email,None,4994,106,7,128.64,582.63,159,0.32
user_33150,2025-07-24 14:50:15.859866,Email,Winter Sale,2063,291,17,18.8,294.24,578,0.33
user_78247,2025-12-05 11:50:15.859871,Email,Summer Promo,3115,498,27,179.83,1989.26,598,0.36
user_14853,2025-09-16 19:50:15.859876,Paid Search,Fall Cleanup,3667,250,17,268.12,1800.87,386,0.37
user_99399,2026-02-16 18:50:15.859881,Organic Search,Spring Fling,3970,179,30,0.0,1270.02,551,0.6
user_31792,2026-02-17 22:50:15.859886,Paid Search,Summer Promo,4964,356,16,353.22,1783.09,489,0.6
user_69129,2026-01-15 07:50:15.859891,Organic Search,Fall Cleanup,1584,303,22,0.0,1870.93,524,0.52
user_84478,2025-10-07 08:50:15.859896,Social Media,Fall Cleanup,4334,419,10,165.0,1352.22,568,0.79
user_77298,2026-03-30 15:50:15.859901,Social Media,Spring Fling,2439,236,14,470.14,1037.36,290,0.78
user_41987,2025-04-26 03:50:15.859906,Paid Search,Winter Sale,434,324,29,138.77,1764.0,165,0.27
user_25850,2026-02-11 10:50:15.859910,Paid Search,Winter Sale,1958,136,30,205.15,1135.59,256,0.53
user_22112,2025-05-05 21:50:15.859915,Social Media,Summer Promo,1307,477,5,197.32,253.6,257,0.73
user_34058,2025-11-09 06:50:15.859920,Referral,Summer Promo,1024,289,11,0.0,733.71,287,0.79
user_55420,2025-07-07 13:50:15.859925,Email,None,3045,376,22,116.56,891.84,443,0.3
user_48890,2025-05-16 09:50:15.859930,Email,Winter Sale,4539,30,38,158.17,1870.74,249,0.5
user_76017,2025-11-16 06:50:15.859935,Social Media,Summer Promo,4852,325,39,433.48,1318.37,265,0.52
user_57304,2026-01-04 20:50:15.859940,Email,None,3685,255,35,385.87,1750.56,49,0.66
user_42921,2026-02-10 07:50:15.859944,Referral,Fall Cleanup,4456,99,34,0.0,1515.18,453,0.36
user_11524,2025-09-04 08:50:15.859959,Referral,Summer Promo,4127,413,2,0.0,619.72,442,0.33
user_25048,2025-08-27 00:50:15.859964,Organic Search,None,4364,15,41,0.0,1437.42,418,0.66
user_45111,2025-09-03 16:50:15.859969,Paid Search,Winter Sale,4855,460,27,140.9,390.6,374,0.42
user_47904,2026-03-10 07:50:15.859974,Email,Fall Cleanup,4395,275,14,46.41,816.29,496,0.1
user_64912,2026-03-29 13:50:15.859980,Referral,Summer Promo,4777,405,12,0.0,1612.18,218,0.85
user_44008,2025-07-18 09:50:15.859990,Paid Search,Winter Sale,4761,106,18,252.84,1223.86,397,0.22
user_10060,2025-04-11 05:50:15.859999,Paid Search,Fall Cleanup,3942,159,39,38.08,1650.83,414,0.22
user_84666,2025-10-08 15:50:15.860005,Organic Search,Spring Fling,2498,455,17,0.0,509.41,127,0.75
user_93559,2025-06-15 13:50:15.860010,Paid Search,Winter Sale,127,454,30,138.88,1499.5,299,0.37
